# solver=pic plane=y turns=8192 n_macro=100000 records=8192
# q_bare=0.32 xi=0.005000000000000001
# q_sigma=0.319996520227176 q_pi=0.326028674649388 lambda=1.2064308844423997
tune	amp_sigma	amp_pi
0.0516357421875	5.3631351263734534e-9	2.697604934025596e-5
0.0517578125	2.6073982248885458e-8	4.3453205398951135e-5
0.0518798828125	3.058606773526566e-8	3.605273055744467e-5
0.052001953125	1.718979496999409e-8	3.1392557772724675e-5
0.0521240234375	9.412868606493594e-9	3.4592104890392985e-5
0.05224609375	3.0723349625633065e-8	2.9981425909321665e-5
0.0523681640625	3.313043807472987e-8	7.1807358015141705e-6
0.052490234375	8.623566811280521e-9	7.749605222366428e-6
0.0526123046875	2.6221784006939594e-8	1.3651194521055214e-5
0.052734375	1.0276591062607911e-8	1.4033197122739694e-5
0.0528564453125	3.9630157723904855e-8	1.7760601152161134e-5
0.052978515625	4.596488387509721e-8	1.5939604550599046e-5
0.0531005859375	1.3957382117252494e-8	4.359134643929116e-6
0.05322265625	1.508559313129311e-8	1.4590693220509578e-5
0.0533447265625	6.4708900609913016e-9	1.0808425582571724e-5
0.053466796875	1.3328211716501907e-8	1.4236957342361983e-5
0.0535888671875	2.3355198144816713e-8	1.0535335359118556e-5
